id,profile_id,job_id,convex_write_status,convex_error,convex_written_at
d6ce4f1f-fa92-4d07-b154-2bec0eb50099,59e787f1-d4d1-4504-94ce-38f52eb967cb,,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .experience[0].description\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
18e24635-d2e6-4912-922c-6e8d0511474f,1f165c32-ae06-409e-a298-3b21a60b63dd,18e24635-d2e6-4912-922c-6e8d0511474f,success,,1756260058331
2865d660-8b66-4e03-a8bf-460718e3f6c1,406225ed-85bc-4478-bda8-b98c032ea892,2865d660-8b66-4e03-a8bf-460718e3f6c1,success,,1756260057894
d661241e-6fc9-4e1d-9ff2-8b4b37ed0d4e,c653151c-82cc-4a02-8aad-6a59bdae7529,d661241e-6fc9-4e1d-9ff2-8b4b37ed0d4e,success,,1756260057972
e46b2a8c-0207-4345-a065-6073612ba752,5d285619-63a7-4b0a-b120-baa7c4783a96,e46b2a8c-0207-4345-a065-6073612ba752,success,,1756259995987
77634b02-11cf-4103-8570-3dc62e9e2a6b,8ff270e4-8e8e-49e4-ba24-8c223d75d0d5,,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .experience[0].description\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
c784643b-8343-48eb-8e09-65691edac77e,1f920d75-160b-4ec6-b792-e3525a080d34,c784643b-8343-48eb-8e09-65691edac77e,success,,1756259969590
6e014cfc-8fd8-4035-989d-9e61649aef1a,a049cfe4-f3b3-46e2-ad7b-1bf72a5d02cc,,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .experience[0].description\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
deae9b8e-2846-4d33-ab15-2de4fc90bd10,0fb122b7-bda4-40c1-b7f1-211fcd788496,deae9b8e-2846-4d33-ab15-2de4fc90bd10,success,,1756259675868
9b4909d2-a80c-4d1c-b93f-47abb447a718,cc997804-814f-427d-9b91-8f216a20f167,,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .experience[0].description\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
9e8a388d-9308-47ae-b670-25e877c6a805,70c3354a-ef9f-4933-bcf0-2d984a74d585,9e8a388d-9308-47ae-b670-25e877c6a805,success,,1756259043343
6f56cbfa-834a-4dc4-a619-83f495c612a8,3a28aa3c-3a91-4027-85d8-fd70b046ca1b,6f56cbfa-834a-4dc4-a619-83f495c612a8,success,,1756258902874
4a04b7fc-42e7-4b45-a5d2-b1a8e429e1ac,dd9d8cbd-ac6b-4986-9403-4f72c74ac484,4a04b7fc-42e7-4b45-a5d2-b1a8e429e1ac,success,,1756258901697
2f4e264e-f863-47fb-8e03-07b6ffc228c2,b21ef140-c998-4770-8261-b665cbfc611a,2f4e264e-f863-47fb-8e03-07b6ffc228c2,success,,1756258900351
2bf8e963-ac90-4b1e-8310-40ed90964181,ab999817-d6d6-4ee5-b7da-edc1139ca6d1,2bf8e963-ac90-4b1e-8310-40ed90964181,success,,1756258890665
a1a5c258-b9c4-4fc8-b336-746460613493,1a383c43-a84f-4e5e-9aac-88e29279eacd,a1a5c258-b9c4-4fc8-b336-746460613493,success,,1756258889287
29a22dc4-8edc-4021-ad77-5627e7397cdd,09d35ff9-ee1d-4852-a368-21cb43a630e4,29a22dc4-8edc-4021-ad77-5627e7397cdd,success,,1756258887655
73eab811-ee6f-466e-ac9e-2935774a65fc,7bcbfd1a-5738-4a5c-9939-4ee994d139b0,73eab811-ee6f-466e-ac9e-2935774a65fc,success,,1756258876215
3ac052e1-dfa8-4003-9ea9-3b3fb99f097c,d2d7314b-b365-4b08-84de-9e6674ec3276,3ac052e1-dfa8-4003-9ea9-3b3fb99f097c,success,,1756258837213
953fc7aa-161a-4fff-b97b-b052cd81579e,d97be44c-d511-4131-affa-593c84d14a18,953fc7aa-161a-4fff-b97b-b052cd81579e,success,,1756258831407
2e82c1de-8e4f-49e7-a53d-00f5271fb43a,02f07c70-210e-4000-a864-1300ed051aa6,2e82c1de-8e4f-49e7-a53d-00f5271fb43a,success,,1756258826661
cfbc9be0-602b-4fc0-9c77-483582ec33bf,acd4665a-3103-44cf-a002-47527282eb91,cfbc9be0-602b-4fc0-9c77-483582ec33bf,success,,1756258795403
956cc195-4ac5-4240-bba0-83b9e52a0620,1bc1a852-f50a-40f7-ab59-0559af42c715,956cc195-4ac5-4240-bba0-83b9e52a0620,success,,1756258794799
1fc1ddad-9de3-4edc-9efc-5c07aedbd820,ff2ea7fc-62ba-4ca4-873a-97195251d613,1fc1ddad-9de3-4edc-9efc-5c07aedbd820,success,,1756258785655
ee947499-cd76-497b-ae46-50ada979ad11,848e0402-f1e1-46dc-aa18-e715f218b22e,ee947499-cd76-497b-ae46-50ada979ad11,success,,1756258770203
53711907-24ab-47e1-9f63-889788c6f9f6,f88192e3-d6d3-4615-9b00-7e4660bbf641,53711907-24ab-47e1-9f63-889788c6f9f6,success,,1756258766209
0d2f9106-c29c-447d-8602-ac73c25f6403,9989be72-5056-4018-994f-acee19b66c46,0d2f9106-c29c-447d-8602-ac73c25f6403,success,,1756258758617
85700e73-4d63-4671-87b6-440a163136e9,3c39f287-1ba6-4a08-af48-a0df84a48203,85700e73-4d63-4671-87b6-440a163136e9,success,,1756258754273
0f64c60e-f947-41d1-88bd-a604964f11d2,9d32a011-5e13-4023-8b5f-18935520421d,0f64c60e-f947-41d1-88bd-a604964f11d2,success,,1756258753643
23837bdf-58c8-416c-9336-bc9753132ee2,5bb738a3-4969-4b62-a441-960f95a46076,23837bdf-58c8-416c-9336-bc9753132ee2,,,
872d0e46-1b3f-49ac-8f9f-30eee6990469,9b33f07f-d55d-40ec-9d7c-8e5257350cde,872d0e46-1b3f-49ac-8f9f-30eee6990469,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
84d0cbf8-e57b-410e-9816-828edb3f88fe,93370157-2c2b-4845-98f7-09258c6ea2f7,84d0cbf8-e57b-410e-9816-828edb3f88fe,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
a14d6e93-9899-4f74-8e45-b9bcf32d747d,00f36e3f-f652-4adc-84d2-1ee8f84fe8fd,a14d6e93-9899-4f74-8e45-b9bcf32d747d,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
1748be38-771c-472b-bb62-08e461d850de,474e0fb7-25b6-48d9-86df-e9fb7ea8d87a,1748be38-771c-472b-bb62-08e461d850de,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
cb7b6a79-b8ee-4a0e-8663-7bfe1e3c635d,879931b1-f315-43a3-a76e-2b711caae4ba,cb7b6a79-b8ee-4a0e-8663-7bfe1e3c635d,success,,1756248938599
4ca0c7a7-fcf1-43ac-b496-ee78eda484cc,224c4457-8b10-4cd1-8eb7-31c084dd27c1,4ca0c7a7-fcf1-43ac-b496-ee78eda484cc,success,,1756248921832
c5179d62-560a-4e3d-a31b-7ecf3f2b6626,15503521-3a98-4f8e-8a25-bc001850b150,c5179d62-560a-4e3d-a31b-7ecf3f2b6626,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
d158c512-223f-4a30-b965-b10f5100204f,0d7cacaa-a28f-462d-b2be-b3061e90498e,d158c512-223f-4a30-b965-b10f5100204f,success,,1756247822332
283da159-ef80-4171-a9a4-b37e7052ca37,e9b2288b-a341-427c-a8ca-adeaa08a6a98,283da159-ef80-4171-a9a4-b37e7052ca37,success,,1756247758814
2775328f-6468-4bf6-8020-b94862d44a7c,7b12afd3-b4a2-4438-b031-3254b235d245,2775328f-6468-4bf6-8020-b94862d44a7c,success,,1756247232301
612f5f45-4d13-4f2b-a8f3-134d8c63ce11,84d648aa-b9e9-4d66-a5d5-8b7d4d8741b1,612f5f45-4d13-4f2b-a8f3-134d8c63ce11,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
8a92fcd8-35a3-458a-920f-d11d7c2ad961,42f21b4c-07b0-42b7-963a-283a1d04637c,8a92fcd8-35a3-458a-920f-d11d7c2ad961,failed,"Failed to call Convex action after 4 attempts: Convex action returned retryable status 500: {""error"":""Error: Uncaught Error: Failed to insert or update a document in table \""profiles\"" because it does not match the schema: Value does not match validator.\nPath: .summary\nValue: null\nValidator: v.string()\n    at async handler (../../convex/mutations/upsertProfile.ts:136:4)\n""}",
b866558f-9e56-4904-acc0-aabaff4aa4c1,2462ad1f-3e5a-403b-adbc-15d2428a5d32,b866558f-9e56-4904-acc0-aabaff4aa4c1,success,,1756246684989
6f7f1556-9ad5-4aeb-925d-72157561d1a3,608eb866-1adb-4e74-ab34-f7f150121683,6f7f1556-9ad5-4aeb-925d-72157561d1a3,,,
d2b55df7-dda1-4abc-b9a3-b86844cd1a51,5cb1316d-2006-4486-a317-d41a28f60f43,d2b55df7-dda1-4abc-b9a3-b86844cd1a51,success,,1756245664454
6384de67-3c11-4f70-96e4-106ba8c7b7c1,5cb1316d-2006-4486-a317-d41a28f60f43,6384de67-3c11-4f70-96e4-106ba8c7b7c1,success,,1756245631547
